Geneid	Length	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/V1_52Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_74Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_7Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/V1_11Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_79Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_78Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_22Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_15Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/V1_51Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_75Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_4Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_47Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_14Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_3Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_9Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_8Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_11Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_7Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_6Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_80Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_73Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_4Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_72Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_2BAligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_17Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/V1_49Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_5Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_76Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_16Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_48Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_77Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_12_R1Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_2Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_3BAligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_13Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/V1_8Aligned.sortedByCoord.out.bam
ENSMMUG00000054587	1530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000050298	1937	0	0	0	0	0	0	0	0	0	110	0	0	0	2	0	0	2	0	0	454	250	14	0	72	111	0	0	40	0	0	0	0	0	0	0	0
ENSMMUG00000008624	1620	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	386	0	0	0	0	0	0	0	0
ENSMMUG00000010251	2550	0	0	0	114	0	0	0	0	0	728	0	0	0	0	0	0	0	0	0	214	137	0	2	0	111	0	672	30	0	0	0	0	0	0	0	0
ENSMMUG00000005084	5261	0	185	0	1	0	0	0	2	0	0	904	0	0	0	4	0	1	0	0	0	127	145	0	8	438	0	120	0	0	2	0	0	0	0	4	0
ENSMMUG00000033572	128	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	456	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010253	2737	0	0	0	0	0	0	0	4809	5742	0	6	0	2	215	2	0	2	20	0	4	1320	745	4	6	8	2	2	8	9976	0	1	2	6	0	2	0
ENSMMUG00000008429	2096	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000062127	1017	0	0	2	0	0	0	640	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMMUG00000052111	3033	0	2	5	2	0	0	0	2	0	0	0	0	1	1	2	2	0	3	0	0	34	0	2	0	40	0	16	3	0	6	0	0	0	2	0	18
ENSMMUG00000000671	5810	4611	6960	2563	2700	9600	5078	4684	2585	3544	1418	4718	4318	10	2506	3835	2846	7976	1418	2238	4917	1788	6191	2670	8484	4305	6638	7091	2588	2356	5961	5435	7973	810	5834	4056	6
ENSMMUG00000043981	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229
ENSMMUG00000064134	4471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008422	4571	0	678	171	2	0	0	1075	0	0	2593	0	0	2	0	0	2	2	3004	553	0	958	1127	1426	1522	4100	498	2407	0	0	0	990	0	0	0	0	0
ENSMMUG00000015095	1628	2	88	459	72	0	1334	0	126	0	780	608	870	0	430	10	38	2	820	0	1856	90	4536	0	0	0	4371	136	346	0	95	342	26	8	1834	6	157
ENSMMUG00000053538	1213	1512	2439	1272	1221	3019	1755	1502	798	3538	1167	3636	4314	8	1829	1522	644	7089	514	405	1949	722	1780	1002	2357	2038	5005	1526	394	2211	1932	1840	4779	804	1640	4046	6
ENSMMUG00000062677	117	207	135	198	0	0	195	416	229	0	0	255	0	0	0	0	0	297	52	76	149	0	142	201	57	0	144	206	0	0	1	149	221	0	178	0	0
ENSMMUG00000032367	858	0	4	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	11	0	0	40	2	0	0	0	0	0
ENSMMUG00000059069	2882	0	482	0	0	0	0	0	0	0	0	0	2	102	0	2	0	0	0	0	0	0	96	0	0	220	726	2344	0	0	0	88	0	4	14	2772	0
ENSMMUG00000060076	1374	0	182	72	0	0	155	0	0	0	0	0	0	0	649	0	0	0	140	6	118	0	0	368	0	0	0	53	0	0	608	0	0	0	340	0	308
ENSMMUG00000052252	6299	1718	4	0	0	118	40	0	0	0	2	0	0	0	1356	0	1860	0	0	0	0	0	746	0	0	0	2	0	0	0	0	752	0	0	0	0	0
ENSMMUG00000006801	2340	0	0	0	2	0	2	0	0	0	0	2	0	0	2	2	0	0	1496	1996	0	2	0	1322	0	0	0	0	0	52	0	332	0	2	0	2	0
ENSMMUG00000061009	3792	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	3762	0	0	2	0
ENSMMUG00000005663	6489	0	330	340	0	2	1845	0	1290	0	6	12	0	0	0	1142	0	0	266	798	1757	263	0	172	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSMMUG00000002333	977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000063715	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95
ENSMMUG00000060931	1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000052314	586	0	65	54	0	0	23	0	325	0	2	0	0	0	0	0	0	0	22	246	0	0	112	1	0	53	0	188	0	0	16	35	341	0	65	0	0
ENSMMUG00000039807	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055745	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000058345	1464	1	0	0	0	0	7	0	8	0	0	0	0	0	0	0	0	0	10	0	0	3	3	0	0	0	13	6	0	0	6	7	0	0	0	0	0
ENSMMUG00000007059	1931	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000059954	78	1	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	5	0	0	0	3	2	0	0	0	0	0
ENSMMUG00000049723	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000060311	4535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000005063	3874	0	1620	1701	192	0	1560	0	2402	808	822	0	3	0	0	6	1803	0	2076	3529	146	504	2743	369	0	392	0	4280	296	1468	69	226	696	0	295	0	39
ENSMMUG00000002887	1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009481	4040	0	14	0	0	0	0	182	0	0	0	2	0	8	4	48	0	0	0	0	0	200	332	118	0	0	0	1036	0	0	0	0	5522	2	84	4506	243
ENSMMUG00000051189	1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ENSMMUG00000057638	1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ENSMMUG00000061765	3177	2	8	10	3	2	5	4	19	0	28	6	0	2	3	14	4	0	3	1	5	2	4	3	17	6	3	5	12	0	3	28	0	0	7	2	22
ENSMMUG00000064879	3828	6	0	0	0	2	0	0	22	0	4	16	0	2	32	2	2	0	3	6	11	5	2	0	6	26	0	0	13	0	29	6	4	0	3	0	2
ENSMMUG00000033713	129	94	0	2	0	0	0	310	0	0	0	0	0	0	0	30	30	0	8	0	16	0	0	0	0	4	0	0	0	132	0	28	0	0	0	0	0
ENSMMUG00000054239	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000051319	867	0	55	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000041376	2623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000046702	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000005065	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	0	0	0	0	0	0	0	0	0	6	0	0
ENSMMUG00000017015	876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008425	2129	0	0	36	0	29	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	94	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000061075	6284	0	0	4	6	0	330	0	2	0	0	6	0	0	2	12	0	0	18	745	4	96	0	4	0	2	0	2	3346	13018	0	1542	0	3307	201	0	0
ENSMMUG00000057779	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0
ENSMMUG00000007939	1513	44	68	8	2	48	18	2	36	26	8	18	218	2	38	0	26	108	36	35	12	38	28	23	32	10	68	6	32	42	26	50	126	14	16	68	6
ENSMMUG00000005066	2187	0	805	0	0	4947	473	0	53	0	436	570	0	0	0	0	0	2	1891	0	130	0	5	0	0	0	50	0	0	0	0	958	0	0	0	2	0
ENSMMUG00000056351	336	119	74	20	55	79	57	33	146	88	24	42	96	115	28	58	42	130	112	98	55	68	59	52	28	22	154	42	63	490	35	98	200	176	58	543	0
ENSMMUG00000003082	1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000053592	148	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001138	2107	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000050506	3335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008428	3271	0	42	0	0	0	976	0	0	0	2029	2	0	0	0	0	0	0	2	0	0	0	0	639	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMMUG00000023056	3224	0	0	0	0	0	0	1740	0	2	0	0	0	0	0	0	0	0	0	0	127	0	51	173	0	0	0	0	381	0	0	0	0	0	0	0	0
ENSMMUG00000057699	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022583	1984	15892	0	0	4362	2	81	4006	244	0	0	34	0	2	0	0	0	0	1832	2	0	2116	0	0	0	1946	2	0	0	0	1284	5	2832	2774	0	1348	0
ENSMMUG00000025295	107	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000047462	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022584	1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000064593	148	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	106	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMMUG00000027017	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000050801	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	46	0	0	0	0	0	0
ENSMMUG00000054222	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000036424	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000033323	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000051865	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000059416	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000027151	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000065096	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	1	0	0
ENSMMUG00000061618	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000026584	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000020513	4375	0	464	0	0	80	28	13	0	0	0	0	0	0	0	2	2	0	0	1269	231	147	31	2	0	0	0	49	612	0	36	75	0	6	0	0	2
ENSMMUG00000056042	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000023060	4053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000045093	9583	6	0	95	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000057679	117	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000048382	903	4	0	0	0	0	0	4	0	0	0	8	10	0	0	2	0	2	0	0	2	0	0	0	10	0	0	2	2	0	0	0	0	2	0	2	0
ENSMMUG00000016492	7720	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000052170	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000042128	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000056450	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000052575	117	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000378	5495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000025261	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000049267	3330	0	6	61	0	0	4	22	0	0	2	4	2	0	0	0	2	1	2	0	58	0	2	12	3	3	2	0	3	0	0	2	0	0	4	0	11
ENSMMUG00000060192	1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015238	5808	1288	3498	2325	200	2	5685	12664	4	2	14995	1256	874	6	584	1489	32	6	3259	866	900	5100	1242	4649	1354	392	1862	2301	16058	4	8534	8254	18	24	6331	10	383
ENSMMUG00000048967	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000020515	3054	0	0	0	0	0	0	0	0	0	0	0	0	2	67	0	0	0	866	0	0	1	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017336	3437	7696	882	2488	0	7617	564	0	7899	8874	1539	6	0	2	4	2456	2892	8	2134	0	604	2	550	1112	2872	1050	0	638	30	0	664	973	10	12	2268	2	2
ENSMMUG00000011469	6824	0	0	0	0	0	0	0	0	0	0	2	0	0	0	242	4	0	0	1219	148	2	0	0	0	0	0	34	0	2	0	0	0	0	0	0	0
ENSMMUG00000032424	1107	0	0	0	0	0	217	0	6	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
ENSMMUG00000017783	1769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000061236	4248	0	4	0	0	0	84	0	0	0	21	0	0	0	0	125	0	0	0	0	0	6	0	67	0	493	0	0	0	0	0	265	0	0	0	0	0
ENSMMUG00000053151	3912	0	0	0	0	0	0	0	1050	0	0	0	0	2	44	2	278	0	250	0	0	291	6	0	0	2	0	0	2	2	2474	0	0	358	0	0	0
ENSMMUG00000052551	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000056738	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054849	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000065194	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000004744	7180	3643	273	1788	5	1419	314	0	2210	0	170	4	24	2	428	822	1563	0	1879	35	2354	227	331	0	321	164	1425	124	154	0	916	508	2	8	0	2	0
ENSMMUG00000041157	4568	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	604	0	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	446
ENSMMUG00000064397	267	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000026869	110	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000026932	110	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000033051	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000051143	1895	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ENSMMUG00000002986	2531	2	117	466	0	4209	1621	0	1672	12	0	2	0	0	0	1909	0	2	0	3664	424	914	0	0	0	1907	1490	0	761	184	0	0	0	0	2	0	0
ENSMMUG00000054641	1809	0	127	0	0	747	314	0	338	0	0	0	0	0	0	818	0	2	0	718	229	132	0	135	0	407	608	0	0	0	0	0	0	0	2	0	0
ENSMMUG00000002292	2375	0	0	6	0	8	2	0	2	312	0	0	0	0	0	24	0	0	0	10	0	943	9	40	0	2280	10	0	2	0	0	0	0	0	444	0	0
ENSMMUG00000026370	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138
ENSMMUG00000060275	2084	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	26	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000019663	2215	0	0	0	0	0	0	0	0	0	0	682	0	0	0	0	0	0	0	876	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003897	2181	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	2	0	275	0	0	1427	1243	180	0	0	497	0	0	0	0	0	0	0	0	446
ENSMMUG00000052427	159	22	9	2	16	24	4	11	28	21	7	8	4	14	12	12	8	12	18	17	4	14	6	2	10	4	14	20	15	77	4	40	45	27	12	96	4
ENSMMUG00000058401	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054387	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000049666	3615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMMUG00000023018	3771	1	0	968	171	0	1194	0	0	0	0	0	0	2	0	0	680	0	2	0	0	16	13	0	3	0	0	0	0	0	0	0	50	0	0	0	0
ENSMMUG00000023016	3586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000019546	2338	6	0	262	0	0	0	0	0	0	0	0	0	2	4018	0	0	0	0	398	2066	540	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0
ENSMMUG00000051584	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000057620	1270	0	0	0	0	0	0	0	131	167	0	0	0	0	0	0	4	0	1148	0	0	0	0	0	0	0	72	0	0	0	0	0	0	2	0	0	0
ENSMMUG00000025425	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054993	872	3967	823	720	527	0	308	28	5509	0	1310	2802	0	6	1810	2476	2339	10	2135	2864	1249	1205	3498	240	1299	758	2510	0	0	294	2005	2629	8	26	3088	1299	0
ENSMMUG00000017423	5185	0	4794	380	2	2806	1794	0	948	0	0	3660	2	2	4068	530	0	0	0	6088	1772	0	167	1748	1552	1007	580	936	94	0	152	791	0	0	77	2	508
ENSMMUG00000017428	7680	5272	1392	8	50	4616	3219	0	4030	0	2134	692	2	4	2181	282	4231	2068	2288	4896	6855	70	7588	2	518	0	2138	2106	706	0	0	869	6360	12	1320	14	2
ENSMMUG00000014002	3698	0	2902	1470	132	0	934	266	5308	38	2908	8	0	2	4768	412	3532	4	420	0	2030	2742	1048	1066	0	0	1664	3153	1455	0	2	1175	2	4	0	2	0
ENSMMUG00000016608	3653	2858	10327	6584	3568	12264	13696	19051	12322	11824	24222	8583	12554	1808	20650	4066	3042	90	20452	13716	10436	6128	14194	4677	4958	18414	4752	13895	12643	57412	9574	7210	348	302	1252	300	4902
ENSMMUG00000050914	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
